log_price_lag,log_gva
11.918390573078392,1.589235205116581
11.967180737247824,1.4816045409242156
12.01974306733868,1.4586150226995167
12.072541252905651,0.9932517730102834
12.036173608734776,0.6418538861723947
12.111761966058932,0.3364722366212129
12.078239274020289,0.9932517730102834
12.100712129872347,1.1631508098056809
12.128111104060462,1.410986973710262
12.180754837545884,0.9932517730102834
12.245293358683455,1.1314021114911006
12.301155526776865,1.33500106673234
12.339291489316397,0.9932517730102834
12.367340793126296,1.2237754316221157
12.458774999085929,1.9878743481543455
12.528156144699286,2.174751721484161
12.577636201962656,2.0918640616783932
